"","po_document","po_item","changed_on","short_text","material_no","company","location","matl_svcs_group","po_quantity","order_price_un","unit_price","total_li_value"
"19645",7502268188,"00011",2008-07-14,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",9,"EA",17633.49,158701.43
"19646",7502268188,"00012",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",9,"EA",17633.49,158701.43
"19647",7502268188,"00013",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",9,"EA",17633.49,158701.43
"19648",7502268188,"00014",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",9,"EA",17633.49,158701.43
"19649",7502268188,"00015",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",4,"EA",17633.49,70533.97
"19650",7502268188,"00016",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",4,"EA",17633.49,70533.97
"19651",7502268188,"00017",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",4,"EA",14909.77,59639.09
"19652",7502268188,"00018",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",4,"EA",14681.93,58727.73
"19653",7502268188,"00019",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",4,"EA",14681.93,58727.73
"19654",7502268188,"00020",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",4,"EA",14681.93,58727.73
"19655",7502268188,"00021",2007-12-15,"NMR- 601 Engineering Drawings","7000012104",2100,"Excavation Loc 010","MISC",1,"EA",132,132
"19656",7502268188,"00022",2009-04-09,"NMR- 602 Certified  Drawings","7000012105",2100,"Excavation Loc 010","MISC",1,"EA",132,132
"19657",7502268188,"00023",2009-04-09,"NMR- 603 Misc. Documents","7000012106",2100,"Excavation Loc 010","MISC",1,"EA",132,132
"19658",7502268188,"00024",2009-04-09,"SPDP COSTS","7000012107",2100,"Excavation Loc 010","MISC",1,"EA",132,132
"19659",7502268188,"00025",2009-04-09,"COMMISSIONING SPARES","7000012107",2100,"Excavation Loc 010","MISC",1,"EA",0,0
"19660",7502268480,"00011",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",4,"EA",17633.49,70533.97
"19661",7502268480,"00012",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",4,"EA",17633.49,70533.97
"19662",7502268480,"00013",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",4,"EA",17633.49,70533.97
"19663",7502268480,"00014",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",4,"EA",17633.49,70533.97
"19664",7502268480,"00015",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",3,"EA",17633.49,52900.48
"19665",7502268480,"00016",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",3,"EA",17633.49,52900.48
"19666",7502268480,"00017",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",3,"EA",14909.77,44729.32
